Order ID,Order Date,Customer Name,City,Segment,Category,Sub-Category,Quantity,Discount,Sales,Profit,isRepeat
CA-2017-135279,2017-04-09,Bryan Spruell,New York City,Home Office,Office Supplies,Paper,2,0.0,12.96,6.2208,Yes
CA-2017-135279,2017-04-09,Bryan Spruell,New York City,Home Office,Office Supplies,Paper,4,0.0,191.6,91.968,Yes
CA-2017-135279,2017-04-09,Bryan Spruell,New York City,Home Office,Office Supplies,Labels,3,0.0,8.64,4.2336,Yes
CA-2017-135279,2017-04-09,Bryan Spruell,New York City,Home Office,Office Supplies,Storage,3,0.0,501.81,0.0,Yes
CA-2014-115791,2014-01-16,Delfina Latchford,Philadelphia,Consumer,Furniture,Furnishings,6,0.2,127.104,28.5984,Yes
CA-2014-115791,2014-01-16,Delfina Latchford,Philadelphia,Consumer,Technology,Phones,3,0.4,124.2,-31.05,Yes
CA-2014-115791,2014-01-16,Delfina Latchford,Philadelphia,Consumer,Office Supplies,Binders,2,0.7,18.588,-13.6312,Yes
CA-2014-115791,2014-01-16,Delfina Latchford,Philadelphia,Consumer,Office Supplies,Labels,3,0.2,30.072,10.1493,Yes
US-2017-100209,2017-07-09,Tamara Dahlen,Portland,Consumer,Office Supplies,Binders,2,0.7,1.08,-0.792,Yes
CA-2017-159366,2017-01-07,Bart Watters,Detroit,Corporate,Technology,Machines,2,0.1,3059.982,679.996,Yes
CA-2016-145499,2016-05-30,Robert Waldorf,Wilmington,Consumer,Office Supplies,Binders,2,0.7,3.282,-2.6256,Yes
CA-2015-157035,2015-12-09,Ken Brennan,Columbus,Corporate,Office Supplies,Paper,3,0.0,34.02,16.6698,Yes
CA-2016-144939,2016-10-03,Emily Burns,New York City,Consumer,Furniture,Chairs,6,0.1,599.292,93.2232,Yes
CA-2014-163419,2014-11-11,Tracy Zic,Louisville,Consumer,Office Supplies,Art,1,0.2,3.392,0.8056,Yes
CA-2014-163419,2014-11-11,Tracy Zic,Louisville,Consumer,Technology,Phones,2,0.2,559.984,55.9984,Yes
CA-2014-163419,2014-11-11,Tracy Zic,Louisville,Consumer,Furniture,Chairs,5,0.2,603.92,75.49,Yes
CA-2017-100314,2017-09-29,Ann Steele,Pasadena,Home Office,Office Supplies,Labels,2,0.2,7.968,2.5896,Yes
CA-2017-100314,2017-09-29,Ann Steele,Pasadena,Home Office,Office Supplies,Envelopes,4,0.2,27.968,9.4392,Yes
CA-2017-100314,2017-09-29,Ann Steele,Pasadena,Home Office,Technology,Machines,3,0.4,336.51,44.868,Yes
CA-2015-146829,2015-03-10,Toby Swindell,Houston,Consumer,Office Supplies,Binders,2,0.8,1.112,-1.8904,Yes
CA-2017-167899,2017-05-21,John Grady,Auburn,Corporate,Furniture,Furnishings,5,0.0,520.05,72.807,Yes
CA-2017-167899,2017-05-21,John Grady,Auburn,Corporate,Office Supplies,Art,3,0.0,17.97,5.2113,Yes
CA-2015-153549,2015-03-29,Sara Luxemburg,Jacksonville,Home Office,Furniture,Chairs,5,0.2,1166.92,131.2785,Yes
CA-2016-110023,2016-09-09,Troy Staebel,New York City,Consumer,Office Supplies,Binders,2,0.2,14.624,5.484,Yes
CA-2016-105585,2016-08-26,Roland Fjeld,San Jose,Consumer,Office Supplies,Fasteners,3,0.0,10.23,4.9104,Yes
CA-2016-105585,2016-08-26,Roland Fjeld,San Jose,Consumer,Office Supplies,Paper,5,0.0,154.9,69.705,Yes
CA-2014-117639,2014-05-21,Mitch Willingham,Virginia Beach,Corporate,Office Supplies,Binders,7,0.0,2715.93,1276.4871,Yes
CA-2014-117639,2014-05-21,Mitch Willingham,Virginia Beach,Corporate,Technology,Phones,3,0.0,617.97,173.0316,Yes
CA-2015-162537,2015-10-28,Rob Dowd,Henderson,Consumer,Office Supplies,Envelopes,1,0.0,10.67,4.9082,Yes
CA-2015-162537,2015-10-28,Rob Dowd,Henderson,Consumer,Office Supplies,Storage,3,0.0,36.63,9.8901,Yes
CA-2015-162537,2015-10-28,Rob Dowd,Henderson,Consumer,Furniture,Furnishings,5,0.0,24.1,9.158,Yes
CA-2015-162537,2015-10-28,Rob Dowd,Henderson,Consumer,Furniture,Furnishings,7,0.0,33.11,12.9129,Yes
CA-2016-155488,2016-11-13,Frank Merwin,Vancouver,Home Office,Office Supplies,Art,2,0.0,44.02,11.4452,Yes
CA-2015-124891,2015-07-31,Rick Hansen,New York City,Consumer,Technology,Accessories,7,0.0,2309.65,762.1845,Yes
CA-2015-124891,2015-07-31,Rick Hansen,New York City,Consumer,Furniture,Tables,7,0.4,1090.782,-290.8752,Yes
CA-2015-124891,2015-07-31,Rick Hansen,New York City,Consumer,Office Supplies,Paper,3,0.0,19.44,9.3312,Yes
CA-2015-126445,2015-08-27,Ryan Akin,Murrieta,Consumer,Office Supplies,Storage,3,0.0,484.65,92.0835,Yes
CA-2015-111199,2015-11-13,Joe Kamberova,Jacksonville,Consumer,Office Supplies,Paper,3,0.2,115.296,40.3536,Yes
CA-2015-105312,2015-11-06,Meg Tillman,Scottsdale,Consumer,Office Supplies,Envelopes,3,0.2,7.08,2.478,Yes
CA-2015-105312,2015-11-06,Meg Tillman,Scottsdale,Consumer,Office Supplies,Binders,3,0.7,4.401,-3.5208,Yes
CA-2017-135034,2017-08-01,Annie Thurman,Chicago,Consumer,Technology,Phones,2,0.2,95.984,5.999,Yes
CA-2014-158540,2014-11-24,Vivek Gonzalez,San Diego,Consumer,Furniture,Furnishings,4,0.0,151.72,27.3096,Yes
CA-2017-118437,2017-06-17,Philip Fox,Olympia,Consumer,Furniture,Furnishings,3,0.0,155.25,46.575,Yes
CA-2017-118437,2017-06-17,Philip Fox,Olympia,Consumer,Office Supplies,Storage,1,0.0,14.03,4.0687,Yes
US-2015-126214,2015-12-21,John Stevenson,Seattle,Consumer,Furniture,Tables,13,0.0,1618.37,356.0414,Yes
US-2015-126214,2015-12-21,John Stevenson,Seattle,Consumer,Technology,Accessories,1,0.0,99.6,36.852,Yes
CA-2015-133025,2015-09-17,Meg O'Connel,Los Angeles,Home Office,Office Supplies,Paper,5,0.0,32.4,15.552,Yes
CA-2015-108665,2015-07-06,Kalyca Meade,New York City,Corporate,Furniture,Furnishings,2,0.0,13.96,6.7008,Yes
CA-2015-108665,2015-07-06,Kalyca Meade,New York City,Corporate,Furniture,Furnishings,3,0.0,155.82,63.8862,Yes
CA-2015-108665,2015-07-06,Kalyca Meade,New York City,Corporate,Technology,Phones,5,0.0,124.95,2.499,Yes
CA-2015-108665,2015-07-06,Kalyca Meade,New York City,Corporate,Office Supplies,Storage,5,0.0,601.65,156.429,Yes
CA-2015-124450,2015-04-27,Greg Tran,Washington,Consumer,Office Supplies,Art,3,0.0,22.74,8.8686,Yes
CA-2015-124450,2015-04-27,Greg Tran,Washington,Consumer,Furniture,Chairs,3,0.0,1267.53,316.8825,Yes
CA-2015-124450,2015-04-27,Greg Tran,Washington,Consumer,Technology,Machines,8,0.0,1379.92,648.5624,Yes
CA-2015-167269,2015-06-16,Philip Brown,Philadelphia,Consumer,Office Supplies,Envelopes,2,0.2,6.208,2.1728,Yes
CA-2016-126529,2016-01-11,Deanra Eno,Springfield,Home Office,Office Supplies,Paper,3,0.2,15.552,5.4432,Yes
CA-2016-126529,2016-01-11,Deanra Eno,Springfield,Home Office,Office Supplies,Paper,3,0.2,63.312,20.5764,Yes
CA-2016-126529,2016-01-11,Deanra Eno,Springfield,Home Office,Technology,Phones,2,0.4,15.588,-9.8724,Yes
CA-2014-163552,2014-07-11,Laura Armstrong,Hackensack,Corporate,Office Supplies,Paper,5,0.0,177.2,83.284,Yes
CA-2014-163552,2014-07-11,Laura Armstrong,Hackensack,Corporate,Technology,Phones,3,0.0,197.97,57.4113,Yes
CA-2014-163552,2014-07-11,Laura Armstrong,Hackensack,Corporate,Furniture,Chairs,3,0.0,854.94,213.735,Yes
CA-2014-163552,2014-07-11,Laura Armstrong,Hackensack,Corporate,Furniture,Furnishings,9,0.0,124.11,52.1262,Yes
CA-2014-163552,2014-07-11,Laura Armstrong,Hackensack,Corporate,Office Supplies,Labels,5,0.0,14.4,7.056,Yes
CA-2016-109820,2016-11-20,Allen Goldenen,Cincinnati,Consumer,Office Supplies,Paper,3,0.2,15.696,5.1012,Yes
CA-2016-109820,2016-11-20,Allen Goldenen,Cincinnati,Consumer,Office Supplies,Binders,2,0.7,2.628,-1.9272,Yes
CA-2016-109820,2016-11-20,Allen Goldenen,Cincinnati,Consumer,Office Supplies,Binders,3,0.7,14.427,-10.5798,Yes
CA-2016-113061,2016-04-22,Ed Ludwig,Jefferson City,Home Office,Furniture,Furnishings,2,0.0,86.62,8.662,No
CA-2015-127418,2015-06-13,Jennifer Jackson,Los Angeles,Consumer,Office Supplies,Binders,3,0.2,36.624,13.734,Yes
CA-2016-127670,2016-03-20,Robert Dilbeck,Saint Peters,Home Office,Furniture,Tables,4,0.0,697.16,146.4036,Yes
CA-2016-102981,2016-09-06,Mary O'Rourke,New York City,Consumer,Technology,Accessories,2,0.0,31.86,11.151,Yes
CA-2016-102981,2016-09-06,Mary O'Rourke,New York City,Consumer,Furniture,Bookcases,3,0.2,722.352,90.294,Yes
CA-2017-115651,2017-07-09,Noel Staavos,Chicago,Corporate,Office Supplies,Art,5,0.2,8.84,2.9835,Yes
CA-2017-115651,2017-07-09,Noel Staavos,Chicago,Corporate,Office Supplies,Appliances,9,0.8,58.464,-146.16,Yes
CA-2016-169103,2016-03-08,Zuschuss Carroll,Miami,Consumer,Technology,Phones,5,0.2,1363.96,85.2475,Yes
CA-2016-169103,2016-03-08,Zuschuss Carroll,Miami,Consumer,Furniture,Furnishings,3,0.2,102.36,-3.8385,Yes
CA-2014-139192,2014-05-27,Lena Creighton,San Francisco,Consumer,Technology,Phones,12,0.2,1113.504,125.2692,Yes
CA-2014-139192,2014-05-27,Lena Creighton,San Francisco,Consumer,Technology,Accessories,1,0.0,99.99,37.9962,Yes
US-2015-153500,2015-07-03,Deirdre Greer,Philadelphia,Corporate,Furniture,Furnishings,2,0.2,168.464,-29.4812,Yes
US-2015-153500,2015-07-03,Deirdre Greer,Philadelphia,Corporate,Office Supplies,Paper,2,0.2,6.72,2.436,Yes
US-2015-153500,2015-07-03,Deirdre Greer,Philadelphia,Corporate,Furniture,Furnishings,9,0.2,282.888,56.5776,Yes
CA-2015-110667,2015-04-04,Nicole Fjeld,New York City,Home Office,Office Supplies,Art,2,0.0,11.16,4.3524,Yes
CA-2015-110667,2015-04-04,Nicole Fjeld,New York City,Home Office,Furniture,Furnishings,2,0.0,108.4,22.764,Yes
CA-2015-110667,2015-04-04,Nicole Fjeld,New York City,Home Office,Office Supplies,Binders,3,0.2,82.344,27.7911,Yes
CA-2015-110667,2015-04-04,Nicole Fjeld,New York City,Home Office,Office Supplies,Binders,4,0.2,9.088,3.2944,Yes
CA-2016-105284,2016-11-24,Matthew Grinstein,Philadelphia,Home Office,Office Supplies,Fasteners,3,0.2,4.416,1.6008,Yes
US-2015-125374,2015-03-23,Julia Dunbar,Houston,Consumer,Furniture,Chairs,2,0.3,107.772,-29.2524,Yes
CA-2015-161263,2015-04-16,Theresa Swint,Toledo,Corporate,Office Supplies,Appliances,3,0.2,45.216,4.5216,Yes
CA-2015-161263,2015-04-16,Theresa Swint,Toledo,Corporate,Office Supplies,Fasteners,7,0.2,10.416,-2.2134,Yes
CA-2015-161263,2015-04-16,Theresa Swint,Toledo,Corporate,Office Supplies,Art,3,0.2,7.872,1.2792,Yes
CA-2015-161263,2015-04-16,Theresa Swint,Toledo,Corporate,Technology,Phones,3,0.4,118.782,-27.7158,Yes
CA-2015-161263,2015-04-16,Theresa Swint,Toledo,Corporate,Office Supplies,Fasteners,1,0.2,1.448,0.2353,Yes
CA-2015-161263,2015-04-16,Theresa Swint,Toledo,Corporate,Office Supplies,Binders,5,0.7,55.47,-46.225,Yes
CA-2016-157686,2016-10-01,Brian DeCherney,San Francisco,Consumer,Furniture,Chairs,4,0.2,194.848,12.178,Yes
US-2017-139955,2017-09-28,Charles McCrossin,Brownsville,Consumer,Office Supplies,Supplies,1,0.2,1.744,-0.3488,Yes
US-2015-150161,2015-07-25,Ross Baird,Philadelphia,Home Office,Office Supplies,Binders,4,0.7,25.176,-18.4624,Yes
CA-2015-144652,2015-11-20,Skye Norling,Los Angeles,Home Office,Office Supplies,Art,7,0.0,19.46,5.0596,Yes
CA-2016-152814,2016-04-28,Erica Hernandez,Denver,Home Office,Office Supplies,Paper,3,0.2,29.472,9.9468,Yes
CA-2016-134348,2016-11-12,Maurice Satty,Mesa,Consumer,Office Supplies,Binders,5,0.7,6.27,-4.598,Yes
CA-2016-134348,2016-11-12,Maurice Satty,Mesa,Consumer,Office Supplies,Binders,7,0.7,4.368,-3.3488,Yes
CA-2016-134348,2016-11-12,Maurice Satty,Mesa,Consumer,Technology,Accessories,2,0.2,31.984,1.999,Yes
CA-2016-161781,2016-09-29,Chad Cunningham,Columbus,Home Office,Office Supplies,Art,7,0.0,40.88,10.6288,Yes
CA-2017-132521,2017-09-23,Don Weiss,Seattle,Consumer,Office Supplies,Appliances,2,0.0,119.96,33.5888,Yes
CA-2017-132521,2017-09-23,Don Weiss,Seattle,Consumer,Office Supplies,Storage,3,0.0,31.44,8.4888,Yes
CA-2017-132521,2017-09-23,Don Weiss,Seattle,Consumer,Office Supplies,Binders,1,0.2,6.88,2.322,Yes
CA-2015-110016,2015-11-29,Bill Tyler,Detroit,Corporate,Office Supplies,Paper,4,0.0,19.92,9.3624,Yes
CA-2015-110016,2015-11-29,Bill Tyler,Detroit,Corporate,Furniture,Chairs,9,0.0,1106.91,121.7601,Yes
US-2016-143819,2016-03-01,Karen Daniels,Yonkers,Consumer,Furniture,Tables,8,0.4,836.592,-264.9208,Yes
US-2016-143819,2016-03-01,Karen Daniels,Yonkers,Consumer,Office Supplies,Paper,1,0.0,26.38,12.1348,Yes
US-2016-143819,2016-03-01,Karen Daniels,Yonkers,Consumer,Office Supplies,Storage,2,0.0,362.92,105.2468,Yes
US-2016-143819,2016-03-01,Karen Daniels,Yonkers,Consumer,Technology,Machines,7,0.0,4899.93,2400.9657,Yes
CA-2016-167584,2016-08-12,Lena Cacioppo,Des Moines,Consumer,Office Supplies,Paper,1,0.0,6.48,3.1104,Yes
CA-2016-166163,2016-08-15,Craig Yedwab,Oakland,Corporate,Technology,Phones,3,0.2,71.976,7.1976,Yes
CA-2016-166163,2016-08-15,Craig Yedwab,Oakland,Corporate,Office Supplies,Labels,1,0.0,3.15,1.512,Yes
CA-2017-158407,2017-06-04,Lindsay Williams,Monroe,Corporate,Furniture,Furnishings,2,0.2,31.984,1.999,Yes
CA-2017-158407,2017-06-04,Lindsay Williams,Monroe,Corporate,Technology,Phones,2,0.2,71.984,25.1944,Yes
CA-2015-143490,2015-12-06,Naresj Patel,San Diego,Consumer,Office Supplies,Art,9,0.0,120.15,33.642,Yes
CA-2015-143490,2015-12-06,Naresj Patel,San Diego,Consumer,Technology,Phones,2,0.2,219.184,19.1786,Yes
CA-2015-165085,2015-12-27,Brad Thomas,Clinton,Home Office,Office Supplies,Paper,5,0.0,28.9,14.161,Yes
CA-2015-165085,2015-12-27,Brad Thomas,Clinton,Home Office,Office Supplies,Appliances,2,0.0,355.96,103.2284,Yes
CA-2017-160423,2017-01-21,Penelope Sewall,Charlotte,Home Office,Office Supplies,Storage,7,0.2,348.208,30.4682,Yes
CA-2017-160423,2017-01-21,Penelope Sewall,Charlotte,Home Office,Office Supplies,Binders,7,0.7,35.784,-28.6272,Yes
CA-2014-159338,2014-06-25,Noel Staavos,Los Angeles,Corporate,Furniture,Tables,5,0.2,447.84,11.196,Yes
CA-2016-107216,2016-06-14,Paul Van Hugh,San Francisco,Home Office,Office Supplies,Art,4,0.0,7.04,2.0416,Yes
CA-2016-107216,2016-06-14,Paul Van Hugh,San Francisco,Home Office,Furniture,Furnishings,3,0.0,8.73,4.1031,Yes
CA-2016-107216,2016-06-14,Paul Van Hugh,San Francisco,Home Office,Technology,Accessories,1,0.0,29.29,9.6657,Yes
CA-2016-107216,2016-06-14,Paul Van Hugh,San Francisco,Home Office,Office Supplies,Art,3,0.0,8.64,2.5056,Yes
US-2017-145863,2017-04-21,Resi Pölking,Houston,Consumer,Office Supplies,Binders,3,0.8,2.694,-4.7145,Yes
US-2017-145863,2017-04-21,Resi Pölking,Houston,Consumer,Office Supplies,Binders,3,0.8,2.934,-4.9878,Yes
CA-2016-112340,2016-10-21,Neoma Murray,Riverside,Consumer,Office Supplies,Paper,3,0.0,22.92,11.2308,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Office Supplies,Storage,6,0.2,100.704,-16.3644,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Furniture,Furnishings,2,0.6,2.328,-0.7566,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Office Supplies,Binders,5,0.8,10.78,-17.248,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Office Supplies,Fasteners,12,0.2,58.368,21.888,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Office Supplies,Envelopes,3,0.2,40.968,13.8267,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Technology,Phones,5,0.2,71.96,25.186,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Office Supplies,Paper,2,0.2,10.368,3.6288,Yes
US-2016-110156,2016-11-19,Eric Hoffmann,Houston,Consumer,Office Supplies,Binders,2,0.8,1.192,-2.0264,Yes
CA-2016-144855,2016-07-22,Dionis Lloyd,San Francisco,Corporate,Office Supplies,Labels,2,0.0,6.3,3.024,Yes
CA-2015-142755,2015-09-04,Christine Sundaresam,Roswell,Consumer,Office Supplies,Paper,5,0.0,279.9,137.151,Yes
CA-2015-142755,2015-09-04,Christine Sundaresam,Roswell,Consumer,Technology,Accessories,5,0.0,619.95,111.591,Yes
CA-2015-142755,2015-09-04,Christine Sundaresam,Roswell,Consumer,Office Supplies,Paper,2,0.0,4.36,2.0492,Yes
CA-2015-142755,2015-09-04,Christine Sundaresam,Roswell,Consumer,Office Supplies,Envelopes,2,0.0,15.28,7.4872,Yes
US-2014-147627,2014-01-20,Hunter Lopez,Jonesboro,Consumer,Technology,Phones,7,0.0,699.93,181.9818,Yes
US-2014-147627,2014-01-20,Hunter Lopez,Jonesboro,Consumer,Office Supplies,Art,7,0.0,22.96,6.6584,Yes
US-2014-147627,2014-01-20,Hunter Lopez,Jonesboro,Consumer,Furniture,Furnishings,4,0.0,38.6,11.58,Yes
US-2014-147627,2014-01-20,Hunter Lopez,Jonesboro,Consumer,Office Supplies,Art,3,0.0,6.63,1.7901,Yes
US-2014-147627,2014-01-20,Hunter Lopez,Jonesboro,Consumer,Office Supplies,Envelopes,3,0.0,23.34,10.9698,Yes
US-2014-147627,2014-01-20,Hunter Lopez,Jonesboro,Consumer,Furniture,Chairs,3,0.0,1067.94,224.2674,Yes
CA-2015-105970,2015-03-02,Pete Armstrong,Richmond,Home Office,Office Supplies,Art,1,0.0,10.16,2.6416,Yes
CA-2015-105970,2015-03-02,Pete Armstrong,Richmond,Home Office,Office Supplies,Envelopes,6,0.0,101.88,50.94,Yes
CA-2016-112102,2016-04-12,Brian Dahlen,Springfield,Consumer,Furniture,Tables,4,0.0,343.92,75.6624,Yes
CA-2016-112102,2016-04-12,Brian Dahlen,Springfield,Consumer,Office Supplies,Paper,1,0.0,40.99,20.0851,Yes
CA-2016-112102,2016-04-12,Brian Dahlen,Springfield,Consumer,Office Supplies,Envelopes,5,0.0,63.9,28.755,Yes
US-2016-114776,2016-12-06,Greg Guthrie,Antioch,Corporate,Office Supplies,Paper,3,0.0,19.44,9.3312,Yes
US-2016-134908,2016-06-05,Joni Sundaresam,Philadelphia,Home Office,Office Supplies,Storage,4,0.2,124.608,-23.364,Yes
US-2016-134908,2016-06-05,Joni Sundaresam,Philadelphia,Home Office,Office Supplies,Labels,3,0.2,7.56,2.646,Yes
US-2016-148803,2016-12-11,Lena Radford,Homestead,Consumer,Office Supplies,Storage,3,0.2,85.224,7.4571,Yes
CA-2016-152170,2016-11-12,Frank Hawley,La Porte,Corporate,Office Supplies,Envelopes,8,0.0,287.52,129.384,Yes
CA-2016-152170,2016-11-12,Frank Hawley,La Porte,Corporate,Office Supplies,Appliances,2,0.0,37.68,10.5504,Yes
CA-2016-152170,2016-11-12,Frank Hawley,La Porte,Corporate,Office Supplies,Paper,2,0.0,19.98,8.991,Yes
CA-2016-152170,2016-11-12,Frank Hawley,La Porte,Corporate,Office Supplies,Art,7,0.0,20.58,5.5566,Yes
CA-2016-152170,2016-11-12,Frank Hawley,La Porte,Corporate,Office Supplies,Binders,2,0.0,17.38,8.69,Yes
CA-2014-146969,2014-09-29,Arthur Prichep,Los Angeles,Consumer,Furniture,Furnishings,2,0.0,204.6,53.196,Yes
CA-2014-146969,2014-09-29,Arthur Prichep,Los Angeles,Consumer,Office Supplies,Fasteners,4,0.0,8.72,2.8776,Yes
CA-2014-146969,2014-09-29,Arthur Prichep,Los Angeles,Consumer,Office Supplies,Paper,1,0.0,6.48,3.1104,Yes
CA-2014-146969,2014-09-29,Arthur Prichep,Los Angeles,Consumer,Technology,Machines,2,0.2,686.32,223.054,Yes
CA-2014-146969,2014-09-29,Arthur Prichep,Los Angeles,Consumer,Office Supplies,Storage,1,0.0,62.18,16.7886,Yes
CA-2015-112452,2015-04-04,Nat Carroll,Lansing,Consumer,Office Supplies,Appliances,2,0.1,644.076,107.346,Yes
CA-2015-112452,2015-04-04,Nat Carroll,Lansing,Consumer,Office Supplies,Fasteners,2,0.0,5.84,2.628,Yes
CA-2015-112452,2015-04-04,Nat Carroll,Lansing,Consumer,Office Supplies,Binders,2,0.0,12.76,5.8696,Yes
CA-2015-112452,2015-04-04,Nat Carroll,Lansing,Consumer,Technology,Phones,1,0.0,10.95,0.438,Yes
CA-2015-112452,2015-04-04,Nat Carroll,Lansing,Consumer,Technology,Copiers,2,0.0,599.98,209.993,Yes
CA-2015-113971,2015-05-08,Claudia Bergmann,Cuyahoga Falls,Corporate,Furniture,Furnishings,6,0.2,8.352,1.2528,Yes
CA-2017-160395,2016-12-31,Kelly Lampkin,Reno,Corporate,Office Supplies,Art,2,0.0,3.64,1.638,Yes
CA-2017-160395,2016-12-31,Kelly Lampkin,Reno,Corporate,Office Supplies,Binders,7,0.2,159.768,53.9217,Yes
CA-2014-136567,2014-12-20,Penelope Sewall,Harrisonburg,Home Office,Office Supplies,Storage,2,0.0,122.48,0.0,Yes
CA-2014-136567,2014-12-20,Penelope Sewall,Harrisonburg,Home Office,Furniture,Tables,7,0.0,2244.48,493.7856,Yes
CA-2014-136567,2014-12-20,Penelope Sewall,Harrisonburg,Home Office,Office Supplies,Binders,3,0.0,62.31,29.2857,Yes
CA-2014-136567,2014-12-20,Penelope Sewall,Harrisonburg,Home Office,Furniture,Tables,2,0.0,455.1,100.122,Yes
CA-2016-149314,2016-07-02,George Bell,Los Angeles,Corporate,Furniture,Chairs,1,0.2,195.184,19.5184,Yes
CA-2017-147039,2017-06-29,Alex Avila,Minneapolis,Consumer,Office Supplies,Appliances,3,0.0,362.94,90.735,Yes
CA-2017-147039,2017-06-29,Alex Avila,Minneapolis,Consumer,Office Supplies,Binders,2,0.0,11.54,5.77,Yes
CA-2014-126522,2014-09-01,Larry Tron,Escondido,Consumer,Office Supplies,Art,3,0.0,53.94,15.6426,Yes
CA-2014-127964,2014-03-03,Anne Pryor,New York City,Home Office,Technology,Phones,1,0.0,9.99,4.5954,Yes
CA-2014-127964,2014-03-03,Anne Pryor,New York City,Home Office,Office Supplies,Binders,3,0.2,125.76,40.872,Yes
CA-2014-127964,2014-03-03,Anne Pryor,New York City,Home Office,Office Supplies,Binders,5,0.2,25.32,9.1785,Yes
CA-2014-117709,2014-05-04,Paul MacIntyre,Jackson,Consumer,Office Supplies,Binders,4,0.0,46.8,21.06,Yes
CA-2015-125416,2015-11-02,Kelly Collister,Seattle,Consumer,Technology,Accessories,9,0.0,447.93,49.2723,Yes
US-2014-100279,2014-03-10,Scott Williamson,Royal Oak,Consumer,Office Supplies,Paper,2,0.0,22.38,10.7424,Yes
CA-2014-158064,2014-04-21,Allen Armold,Los Angeles,Consumer,Office Supplies,Binders,5,0.2,16.52,5.5755,Yes
US-2015-104430,2015-10-22,Liz Thompson,Bloomington,Consumer,Office Supplies,Binders,4,0.8,5.176,-7.764,Yes
CA-2015-132080,2015-08-22,Dave Poirier,New York City,Corporate,Office Supplies,Binders,6,0.2,50.112,16.2864,Yes
CA-2016-161207,2016-08-29,Adam Bellavance,Concord,Home Office,Office Supplies,Supplies,3,0.0,27.93,8.0997,Yes
CA-2014-120243,2014-12-27,Alyssa Tate,Los Angeles,Home Office,Office Supplies,Labels,4,0.0,11.56,5.4332,Yes
CA-2016-113621,2016-12-01,Joel Eaton,Rockville,Consumer,Furniture,Chairs,2,0.0,172.5,51.75,Yes
CA-2016-113621,2016-12-01,Joel Eaton,Rockville,Consumer,Technology,Phones,3,0.0,179.97,44.9925,Yes
CA-2016-168081,2016-04-24,Cathy Armstrong,Houston,Home Office,Technology,Accessories,3,0.2,258.696,64.674,Yes
CA-2014-128146,2014-06-21,Dave Brooks,Lakewood,Consumer,Technology,Phones,7,0.0,1322.93,357.1911,Yes
CA-2014-128146,2014-06-21,Dave Brooks,Lakewood,Consumer,Office Supplies,Art,2,0.0,3.76,1.0904,Yes
CA-2017-138779,2017-01-14,Rob Beeghly,Jacksonville,Consumer,Office Supplies,Envelopes,1,0.2,21.744,7.3386,Yes
CA-2017-138779,2017-01-14,Rob Beeghly,Jacksonville,Consumer,Technology,Phones,5,0.2,7.92,0.693,Yes
CA-2014-127131,2014-11-24,Harold Ryan,Seattle,Corporate,Office Supplies,Binders,7,0.2,12.096,4.2336,Yes
CA-2014-127131,2014-11-24,Harold Ryan,Seattle,Corporate,Office Supplies,Storage,6,0.0,485.88,9.7176,Yes
CA-2014-127131,2014-11-24,Harold Ryan,Seattle,Corporate,Office Supplies,Paper,4,0.0,25.92,12.4416,Yes
CA-2014-127131,2014-11-24,Harold Ryan,Seattle,Corporate,Office Supplies,Storage,2,0.0,197.58,53.3466,Yes
CA-2017-117212,2017-02-26,Bradley Talbott,Los Angeles,Home Office,Office Supplies,Appliances,4,0.0,81.92,22.1184,Yes
CA-2017-117212,2017-02-26,Bradley Talbott,Los Angeles,Home Office,Technology,Phones,8,0.2,889.536,66.7152,Yes
CA-2017-117212,2017-02-26,Bradley Talbott,Los Angeles,Home Office,Furniture,Chairs,3,0.2,892.224,89.2224,Yes
CA-2017-117212,2017-02-26,Bradley Talbott,Los Angeles,Home Office,Office Supplies,Paper,4,0.0,223.92,109.7208,Yes
CA-2017-117212,2017-02-26,Bradley Talbott,Los Angeles,Home Office,Office Supplies,Paper,4,0.0,23.12,11.3288,Yes
US-2015-130519,2015-09-15,Nat Gilpin,Coral Springs,Corporate,Office Supplies,Paper,3,0.2,15.552,5.4432,Yes
US-2015-130519,2015-09-15,Nat Gilpin,Coral Springs,Corporate,Furniture,Furnishings,4,0.2,15.712,2.5532,Yes
US-2015-130519,2015-09-15,Nat Gilpin,Coral Springs,Corporate,Office Supplies,Storage,2,0.2,24.672,2.1588,Yes
US-2015-130519,2015-09-15,Nat Gilpin,Coral Springs,Corporate,Furniture,Furnishings,1,0.2,55.968,-2.0988,Yes
CA-2016-130946,2016-04-08,Zuschuss Carroll,Houston,Consumer,Technology,Accessories,9,0.2,431.928,64.7892,Yes
CA-2016-130946,2016-04-08,Zuschuss Carroll,Houston,Consumer,Furniture,Chairs,4,0.3,95.984,-4.1136,Yes
